timestamp,open,high,low,close,volume,currency_volume,turnover,trades,time_iso,ohlc,is_closed,funding_rate,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC,RSI_Oversold,RSI_Overbought,MACD_Bullish,MACD_Bearish,BB_Squeeze,BB_Breakout_Upper,BB_Breakout_Lower
1756684800000,108199.9,108453.5,107356.2,107636.0,2291051,2123.6401,229105100,1,2025-09-01T00:00:00Z,"{'open': 108199.9, 'high': 108453.5, 'low': 107356.2, 'close': 107636.0}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,2291051,,,False,False,False,False,False,False,False
1756699200000,107630.7,109411.0,107227.0,109410.9,1562570,1445.2085,156257000,1,2025-09-01T04:00:00Z,"{'open': 107630.7, 'high': 109411.0, 'low': 107227.0, 'close': 109410.9}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,3853621,,,False,False,False,False,False,False,False
1756713600000,109411.0,109893.9,108140.4,108745.1,1988661,1820.0941,198866100,1,2025-09-01T08:00:00Z,"{'open': 109411.0, 'high': 109893.9, 'low': 108140.4, 'close': 108745.1}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,1864960,,,False,False,False,False,False,False,False
1756728000000,108742.0,109489.1,108523.2,108744.3,1098198,1006.9535,109819800,1,2025-09-01T12:00:00Z,"{'open': 108742.0, 'high': 109489.1, 'low': 108523.2, 'close': 108744.3}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,766762,,,False,False,False,False,False,False,False
1756742400000,108754.9,109302.0,108357.0,109192.1,746697,685.4518,74669700,1,2025-09-01T16:00:00Z,"{'open': 108754.9, 'high': 109302.0, 'low': 108357.0, 'close': 109192.1}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,1513459,,,False,False,False,False,False,False,False
1756756800000,109192.1,109411.1,107420.0,109192.0,1868184,1723.3052,186818400,1,2025-09-01T20:00:00Z,"{'open': 109192.1, 'high': 109411.1, 'low': 107420.0, 'close': 109192.0}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,-354725,,,False,False,False,False,False,False,False
1756771200000,109198.0,110600.0,108844.2,110309.0,2171430,1977.7648,217143000,1,2025-09-02T00:00:00Z,"{'open': 109198.0, 'high': 110600.0, 'low': 108844.2, 'close': 110309.0}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,1816705,,,False,False,False,False,False,False,False
1756785600000,110309.1,110590.0,109966.0,110207.9,977301,886.2705,97730100,1,2025-09-02T04:00:00Z,"{'open': 110309.1, 'high': 110590.0, 'low': 109966.0, 'close': 110207.9}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,839404,,,False,False,False,False,False,False,False
1756800000000,110208.0,110695.4,109540.2,109700.0,1149279,1042.3837,114927900,1,2025-09-02T08:00:00Z,"{'open': 110208.0, 'high': 110695.4, 'low': 109540.2, 'close': 109700.0}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,-309875,,,False,False,False,False,False,False,False
1756814400000,109711.9,111744.0,108351.4,110795.9,4818504,4371.2656,481850400,1,2025-09-02T12:00:00Z,"{'open': 109711.9, 'high': 111744.0, 'low': 108351.4, 'close': 110795.9}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,4508629,,,False,False,False,False,False,False,False
1756828800000,110793.8,111100.0,110155.0,110762.1,1324568,1196.6806,132456800,1,2025-09-02T16:00:00Z,"{'open': 110793.8, 'high': 111100.0, 'low': 110155.0, 'close': 110762.1}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,3184061,3126.100000000006,,False,False,False,False,False,False,False
1756843200000,110771.8,111514.5,110675.5,111209.7,885972,797.1781,88597200,1,2025-09-02T20:00:00Z,"{'open': 110771.8, 'high': 111514.5, 'low': 110675.5, 'close': 111209.7}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,4070033,1798.800000000003,,False,False,False,False,False,False,False
1756857600000,111209.8,111741.9,110847.9,111002.3,1007093,905.282,100709300,1,2025-09-03T00:00:00Z,"{'open': 111209.8, 'high': 111741.9, 'low': 110847.9, 'close': 111002.3}",True,5.34131179406e-05,,,,,,,,,,0.0,,,,,,,3062940,2257.199999999997,3.1274852279906376,False,False,False,False,False,False,False
1756872000000,111000.0,111117.1,110500.4,111061.9,665572,600.7999,66557200,1,2025-09-03T04:00:00Z,"{'open': 111000.0, 'high': 111117.1, 'low': 110500.4, 'close': 111061.9}",True,5.34131179406e-05,75.61530842841469,,,,,,,,,1368.5071428571453,84.89926942661046,,-15.100730573389546,,109624.30591869327,43.22001687038984,3728512,2317.5999999999913,1.508990420515689,False,True,False,False,False,False,False
1756886400000,111061.9,111679.9,110852.0,111416.0,588770,529.1488,58877000,1,2025-09-03T08:00:00Z,"{'open': 111061.9, 'high': 111679.9, 'low': 110852.0, 'close': 111416.0}",True,5.34131179406e-05,77.83144622709523,,,,,,,,,1329.8923469387773,92.73854328093867,,-7.261456719061324,,109870.82805964639,42.832203433476394,4317282,2223.899999999994,2.456110666135756,False,True,False,False,False,False,False
1756900800000,111416.0,112498.0,110994.5,112196.1,2337711,2091.6064,233771100,1,2025-09-03T12:00:00Z,"{'open': 111416.0, 'high': 112498.0, 'low': 110994.5, 'close': 112196.1}",True,5.34131179406e-05,81.76357873672195,,,,,,,,,1342.2928935860075,94.05474596297766,90.56418622350894,-5.945254037022335,,110175.56585903389,53.14314583708541,6654993,3004.100000000006,3.1742353392315765,False,True,False,False,False,False,False
1756915200000,112196.1,112575.2,111653.9,112184.1,1422507,1268.9698,142250700,1,2025-09-03T16:00:00Z,"{'open': 112196.1, 'high': 112575.2, 'low': 111653.9, 'close': 112184.1}",True,5.34131179406e-05,81.52403099550678,,,,,,,,,1312.2219726155786,92.41348541278725,93.06892488556787,-7.586514587212746,,110426.03045953621,48.23993000637864,5232486,1875.1000000000058,2.7401249724110075,False,True,False,False,False,False,False
1756929600000,112191.9,112252.4,111600.0,111700.4,427922,382.388,42792200,1,2025-09-03T20:00:00Z,"{'open': 112191.9, 'high': 112252.4, 'low': 111600.0, 'close': 111700.4}",True,5.34131179406e-05,72.3257878410756,,,,,,,,,1265.0918317144656,83.03072625698317,89.8329858775827,-16.969273743016824,,110537.10176080634,43.538637585575295,4804564,1492.5,2.2972378928859203,False,True,False,False,False,False,False
1756944000000,111700.3,112180.4,111128.6,111144.3,1279599,1146.8802,127959900,1,2025-09-04T00:00:00Z,"{'open': 111700.3, 'high': 112180.4, 'low': 111128.6, 'close': 111144.3}",True,5.34131179406e-05,63.46065438942418,,,,,,,,,1249.8567008777172,72.2435599006829,82.56259052348445,-27.756440099317096,,110651.65766170634,48.194539594143606,3524965,1444.300000000003,0.7572364902229219,False,False,False,False,False,False,False
