timestamp,open,high,low,close,volume,time_iso,ohlc,is_closed
1757779200000,115786.7,115836.8,115126.0,115354.2,0,2025-09-13T16:00:00Z,"{'open': 115786.7, 'high': 115836.8, 'low': 115126.0, 'close': 115354.2}",True
1757692800000,115092.0,116711.2,114996.6,115786.7,1,2025-09-12T16:00:00Z,"{'open': 115092.0, 'high': 116711.2, 'low': 114996.6, 'close': 115786.7}",True
1757606400000,114154.8,116311.6,114081.1,115092.0,1,2025-09-11T16:00:00Z,"{'open': 114154.8, 'high': 116311.6, 'low': 114081.1, 'close': 115092.0}",True
1757520000000,113830.7,114713.1,113112.2,114154.8,1,2025-09-10T16:00:00Z,"{'open': 113830.7, 'high': 114713.1, 'low': 113112.2, 'close': 114154.8}",True
1757433600000,110830.9,114292.3,110735.7,113830.7,1,2025-09-09T16:00:00Z,"{'open': 110830.9, 'high': 114292.3, 'low': 110735.7, 'close': 113830.7}",True
1757347200000,112587.6,113255.8,110722.2,110830.9,1,2025-09-08T16:00:00Z,"{'open': 112587.6, 'high': 113255.8, 'low': 110722.2, 'close': 110830.9}",True
1757260800000,111278.4,112877.7,110558.4,112587.5,1,2025-09-07T16:00:00Z,"{'open': 111278.4, 'high': 112877.7, 'low': 110558.4, 'close': 112587.5}",True
1757174400000,110345.9,111374.0,109931.9,111278.5,1,2025-09-06T16:00:00Z,"{'open': 110345.9, 'high': 111374.0, 'low': 109931.9, 'close': 111278.5}",True
1757088000000,110678.0,111657.1,110148.9,110345.9,1,2025-09-05T16:00:00Z,"{'open': 110678.0, 'high': 111657.1, 'low': 110148.9, 'close': 110345.9}",True
1757001600000,109484.0,113362.6,109320.9,110677.1,1,2025-09-04T16:00:00Z,"{'open': 109484.0, 'high': 113362.6, 'low': 109320.9, 'close': 110677.1}",True
1756915200000,112196.3,112581.1,109293.5,109484.3,1,2025-09-03T16:00:00Z,"{'open': 112196.3, 'high': 112581.1, 'low': 109293.5, 'close': 109484.3}",True
1756828800000,110794.8,112501.5,110152.4,112196.3,1,2025-09-02T16:00:00Z,"{'open': 110794.8, 'high': 112501.5, 'low': 110152.4, 'close': 112196.3}",True
1756742400000,108751.1,111740.5,107420.4,110794.8,1,2025-09-01T16:00:00Z,"{'open': 108751.1, 'high': 111740.5, 'low': 107420.4, 'close': 110794.8}",True
1756656000000,108765.7,109890.5,107227.7,108751.1,1,2025-08-31T16:00:00Z,"{'open': 108765.7, 'high': 109890.5, 'low': 107227.7, 'close': 108751.1}",True
1756569600000,108854.3,109456.0,108153.7,108765.7,1,2025-08-30T16:00:00Z,"{'open': 108854.3, 'high': 109456.0, 'low': 108153.7, 'close': 108765.7}",True
1756483200000,108356.0,108891.1,107295.2,108854.3,1,2025-08-29T16:00:00Z,"{'open': 108356.0, 'high': 108891.1, 'low': 107295.2, 'close': 108854.3}",True
1756396800000,112666.1,113200.4,108046.2,108356.2,1,2025-08-28T16:00:00Z,"{'open': 112666.1, 'high': 113200.4, 'low': 108046.2, 'close': 108356.2}",True
1756310400000,112002.6,113473.3,110819.4,112666.1,1,2025-08-27T16:00:00Z,"{'open': 112002.6, 'high': 113473.3, 'low': 110819.4, 'close': 112666.1}",True
1756224000000,109634.7,112617.5,109414.3,112002.6,1,2025-08-26T16:00:00Z,"{'open': 109634.7, 'high': 112617.5, 'low': 109414.3, 'close': 112002.6}",True
1756137600000,112158.6,112918.8,108660.0,109634.7,1,2025-08-25T16:00:00Z,"{'open': 112158.6, 'high': 112918.8, 'low': 108660.0, 'close': 109634.7}",True
1756051200000,114409.8,114916.6,110500.6,112158.4,1,2025-08-24T16:00:00Z,"{'open': 114409.8, 'high': 114916.6, 'low': 110500.6, 'close': 112158.4}",True
1755964800000,114787.1,115650.8,114341.8,114409.9,1,2025-08-23T16:00:00Z,"{'open': 114787.1, 'high': 115650.8, 'low': 114341.8, 'close': 114409.9}",True
1755878400000,116335.8,117408.8,114511.2,114787.2,1,2025-08-22T16:00:00Z,"{'open': 116335.8, 'high': 117408.8, 'low': 114511.2, 'close': 114787.2}",True
1755792000000,112756.8,117285.2,111614.6,116335.8,1,2025-08-21T16:00:00Z,"{'open': 112756.8, 'high': 117285.2, 'low': 111614.6, 'close': 116335.8}",True
1755705600000,113308.3,114791.5,112564.9,112756.6,1,2025-08-20T16:00:00Z,"{'open': 113308.3, 'high': 114791.5, 'low': 112564.9, 'close': 112756.6}",True
1755619200000,113729.0,114288.7,112310.0,113308.0,1,2025-08-19T16:00:00Z,"{'open': 113729.0, 'high': 114288.7, 'low': 112310.0, 'close': 113308.0}",True
1755532800000,116144.5,116996.1,113527.8,113728.7,1,2025-08-18T16:00:00Z,"{'open': 116144.5, 'high': 116996.1, 'low': 113527.8, 'close': 113728.7}",True
1755446400000,118253.9,118333.9,114653.9,116144.5,1,2025-08-17T16:00:00Z,"{'open': 118253.9, 'high': 118333.9, 'low': 114653.9, 'close': 116144.5}",True
1755360000000,117697.6,118593.2,117175.6,118253.9,1,2025-08-16T16:00:00Z,"{'open': 117697.6, 'high': 118593.2, 'low': 117175.6, 'close': 118253.9}",True
1755273600000,117273.2,117916.6,116780.9,117697.6,1,2025-08-15T16:00:00Z,"{'open': 117273.2, 'high': 117916.6, 'low': 116780.9, 'close': 117697.6}",True
1755187200000,118286.6,119292.3,116800.2,117273.0,1,2025-08-14T16:00:00Z,"{'open': 118286.6, 'high': 119292.3, 'low': 116800.2, 'close': 117273.0}",True
1755100800000,120947.1,124601.5,117473.2,118285.7,1,2025-08-13T16:00:00Z,"{'open': 120947.1, 'high': 124601.5, 'low': 117473.2, 'close': 118285.7}",True
1755014400000,119910.4,122258.3,118898.5,120947.1,1,2025-08-12T16:00:00Z,"{'open': 119910.4, 'high': 122258.3, 'low': 118898.5, 'close': 120947.1}",True
1754928000000,120301.3,120804.7,118081.1,119910.3,1,2025-08-11T16:00:00Z,"{'open': 120301.3, 'high': 120804.7, 'low': 118081.1, 'close': 119910.3}",True
1754841600000,118820.8,122338.8,118086.4,120301.3,1,2025-08-10T16:00:00Z,"{'open': 118820.8, 'high': 122338.8, 'low': 118086.4, 'close': 120301.3}",True
1754755200000,116867.3,119147.4,116371.3,118820.8,1,2025-08-09T16:00:00Z,"{'open': 116867.3, 'high': 119147.4, 'low': 116371.3, 'close': 118820.8}",True
1754668800000,116177.3,117904.7,115966.8,116867.3,1,2025-08-08T16:00:00Z,"{'open': 116177.3, 'high': 117904.7, 'low': 115966.8, 'close': 116867.3}",True
1754582400000,116670.7,117628.1,115601.6,116177.3,1,2025-08-07T16:00:00Z,"{'open': 116670.7, 'high': 117628.1, 'low': 115601.6, 'close': 116177.3}",True
1754496000000,115394.9,116796.2,114219.8,116670.6,1,2025-08-06T16:00:00Z,"{'open': 115394.9, 'high': 116796.2, 'low': 114219.8, 'close': 116670.6}",True
1754409600000,112879.9,115485.5,112774.9,115394.9,1,2025-08-05T16:00:00Z,"{'open': 112879.9, 'high': 115485.5, 'low': 112774.9, 'close': 115394.9}",True
1754323200000,114786.8,115717.7,112584.5,112879.9,1,2025-08-04T16:00:00Z,"{'open': 114786.8, 'high': 115717.7, 'low': 112584.5, 'close': 112879.9}",True
1754236800000,113883.0,115463.2,113696.3,114786.8,1,2025-08-03T16:00:00Z,"{'open': 113883.0, 'high': 115463.2, 'low': 113696.3, 'close': 114786.8}",True
1754150400000,112762.7,114201.6,111839.8,113883.0,1,2025-08-02T16:00:00Z,"{'open': 112762.7, 'high': 114201.6, 'low': 111839.8, 'close': 113883.0}",True
1754064000000,115277.3,115630.6,112610.4,112762.7,1,2025-08-01T16:00:00Z,"{'open': 115277.3, 'high': 115630.6, 'low': 112610.4, 'close': 112762.7}",True
1753977600000,118255.8,118842.8,113863.5,115277.3,1,2025-07-31T16:00:00Z,"{'open': 118255.8, 'high': 118842.8, 'low': 113863.5, 'close': 115277.3}",True
1753891200000,117979.9,118891.5,115714.7,118255.8,1,2025-07-30T16:00:00Z,"{'open': 117979.9, 'high': 118891.5, 'low': 115714.7, 'close': 118255.8}",True
1753804800000,117375.6,118772.2,116943.8,117979.9,1,2025-07-29T16:00:00Z,"{'open': 117375.6, 'high': 118772.2, 'low': 116943.8, 'close': 117979.9}",True
1753718400000,118212.8,119312.4,117257.0,117375.8,1,2025-07-28T16:00:00Z,"{'open': 118212.8, 'high': 119312.4, 'low': 117257.0, 'close': 117375.8}",True
1753632000000,118621.8,119872.3,117940.2,118212.8,1,2025-07-27T16:00:00Z,"{'open': 118621.8, 'high': 119872.3, 'low': 117940.2, 'close': 118212.8}",True
1753545600000,118170.3,118635.2,117838.0,118621.8,1,2025-07-26T16:00:00Z,"{'open': 118170.3, 'high': 118635.2, 'low': 117838.0, 'close': 118621.8}",True
1753459200000,115779.5,118274.7,115493.6,118170.3,1,2025-07-25T16:00:00Z,"{'open': 115779.5, 'high': 118274.7, 'low': 115493.6, 'close': 118170.3}",True
1753372800000,119183.6,119500.3,114710.2,115779.5,1,2025-07-24T16:00:00Z,"{'open': 119183.6, 'high': 119500.3, 'low': 114710.2, 'close': 115779.5}",True
1753286400000,118665.9,119572.3,117149.6,119183.1,1,2025-07-23T16:00:00Z,"{'open': 118665.9, 'high': 119572.3, 'low': 117149.6, 'close': 119183.1}",True
1753200000000,119045.1,120390.3,117372.4,118665.9,1,2025-07-22T16:00:00Z,"{'open': 119045.1, 'high': 120390.3, 'low': 117372.4, 'close': 118665.9}",True
1753113600000,118419.6,119702.4,116182.9,119045.1,1,2025-07-21T16:00:00Z,"{'open': 118419.6, 'high': 119702.4, 'low': 116182.9, 'close': 119045.1}",True
1753027200000,118775.7,119730.3,116552.2,118419.6,1,2025-07-20T16:00:00Z,"{'open': 118775.7, 'high': 119730.3, 'low': 116552.2, 'close': 118419.6}",True
1752940800000,118131.8,118890.3,117320.8,118775.7,1,2025-07-19T16:00:00Z,"{'open': 118131.8, 'high': 118890.3, 'low': 117320.8, 'close': 118775.7}",True
