timestamp,open,high,low,close,volume,time_iso,ohlc,is_closed,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC
1757779200000,115786.7,115836.8,115126.0,115303.0,0,2025-09-13T16:00:00Z,"{'open': 115786.7, 'high': 115836.8, 'low': 115126.0, 'close': 115303.0}",True,,,,,,,,,,0.0,,,,,0,,
1757764800000,115991.5,116079.0,115619.4,115786.7,1,2025-09-13T12:00:00Z,"{'open': 115991.5, 'high': 116079.0, 'low': 115619.4, 'close': 115786.7}",True,,,,,,,,,,0.0,,,,,1,,
1757750400000,115807.7,116212.2,115803.3,115991.5,1,2025-09-13T08:00:00Z,"{'open': 115807.7, 'high': 116212.2, 'low': 115803.3, 'close': 115991.5}",True,,,,,,,,,,0.0,,,,,2,,
1757736000000,115988.7,115988.7,115687.0,115807.7,1,2025-09-13T04:00:00Z,"{'open': 115988.7, 'high': 115988.7, 'low': 115687.0, 'close': 115807.7}",True,,,,,,,,,,0.0,,,,,1,,
1757721600000,116073.0,116310.7,115616.5,115988.8,1,2025-09-13T00:00:00Z,"{'open': 116073.0, 'high': 116310.7, 'low': 115616.5, 'close': 115988.8}",True,,,,,,,,,,0.0,,,,,2,,
1757707200000,116686.5,116686.5,115774.8,116073.0,1,2025-09-12T20:00:00Z,"{'open': 116686.5, 'high': 116686.5, 'low': 115774.8, 'close': 116073.0}",True,,,,,,,,,,0.0,,,,,3,,
1757692800000,115092.0,116711.2,114996.6,116687.1,1,2025-09-12T16:00:00Z,"{'open': 115092.0, 'high': 116711.2, 'low': 114996.6, 'close': 116687.1}",True,,,,,,,,,,0.0,,,,,4,,
1757678400000,114903.7,115461.7,114727.2,115092.0,1,2025-09-12T12:00:00Z,"{'open': 114903.7, 'high': 115461.7, 'low': 114727.2, 'close': 115092.0}",True,,,,,,,,,,0.0,,,,,3,,
1757664000000,115079.1,115280.0,114870.3,114903.7,1,2025-09-12T08:00:00Z,"{'open': 115079.1, 'high': 115280.0, 'low': 114870.3, 'close': 114903.7}",True,,,,,,,,,,0.0,,,,,2,,
1757649600000,115194.9,115654.8,115067.9,115079.3,1,2025-09-12T04:00:00Z,"{'open': 115194.9, 'high': 115654.8, 'low': 115067.9, 'close': 115079.3}",True,,,,,,,,,,0.0,,,,,3,,
