timestamp,open,high,low,close,volume,currency_volume,turnover,trades,time_iso,ohlc,is_closed,funding_rate,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC,RSI_Oversold,RSI_Overbought,MACD_Bullish,MACD_Bearish,BB_Squeeze,BB_Breakout_Upper,BB_Breakout_Lower
1757637000000,115783.5,116315.2,115783.5,115832.4,511490,440.9023,51149000,1,2025-09-12T00:30:00Z,"{'open': 115783.5, 'high': 116315.2, 'low': 115783.5, 'close': 115832.4}",True,0.0001,,,,,,,,,,0.0,,,,,,,511490,,,False,False,False,False,False,False,False
1757638800000,115837.7,116003.7,115691.1,115707.1,346949,299.5463,34694900,1,2025-09-12T01:00:00Z,"{'open': 115837.7, 'high': 116003.7, 'low': 115691.1, 'close': 115707.1}",True,0.0001,,,,,,,,,,0.0,,,,,,,164541,,,False,False,False,False,False,False,False
1757640600000,115707.1,115728.5,115355.7,115368.9,308730,267.3062,30873000,1,2025-09-12T01:30:00Z,"{'open': 115707.1, 'high': 115728.5, 'low': 115355.7, 'close': 115368.9}",True,0.0001,,,,,,,,,,0.0,,,,,,,-144189,,,False,False,False,False,False,False,False
1757642400000,115369.0,115656.9,115335.0,115503.2,136692,118.3263,13669200,1,2025-09-12T02:00:00Z,"{'open': 115369.0, 'high': 115656.9, 'low': 115335.0, 'close': 115503.2}",True,0.0001,,,,,,,,,,0.0,,,,,,,-7497,,,False,False,False,False,False,False,False
1757644200000,115512.0,115643.5,115213.5,115395.7,183871,159.3598,18387100,1,2025-09-12T02:30:00Z,"{'open': 115512.0, 'high': 115643.5, 'low': 115213.5, 'close': 115395.7}",True,0.0001,,,,,,,,,,0.0,,,,,,,-191368,,,False,False,False,False,False,False,False
1757646000000,115390.2,115425.3,115160.3,115205.0,115511,100.2287,11551100,1,2025-09-12T03:00:00Z,"{'open': 115390.2, 'high': 115425.3, 'low': 115160.3, 'close': 115205.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,-306879,,,False,False,False,False,False,False,False
1757647800000,115205.0,115343.2,115038.4,115185.7,165884,144.0431,16588400,1,2025-09-12T03:30:00Z,"{'open': 115205.0, 'high': 115343.2, 'low': 115038.4, 'close': 115185.7}",True,0.0001,,,,,,,,,,0.0,,,,,,,-472763,,,False,False,False,False,False,False,False
1757649600000,115185.7,115378.4,115068.9,115296.2,153815,133.4411,15381500,1,2025-09-12T04:00:00Z,"{'open': 115185.7, 'high': 115378.4, 'low': 115068.9, 'close': 115296.2}",True,0.0001,,,,,,,,,,0.0,,,,,,,-318948,,,False,False,False,False,False,False,False
1757651400000,115300.0,115506.5,115300.0,115359.0,116318,100.7949,11631800,1,2025-09-12T04:30:00Z,"{'open': 115300.0, 'high': 115506.5, 'low': 115300.0, 'close': 115359.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,-202630,,,False,False,False,False,False,False,False
1757653200000,115358.9,115565.0,115313.8,115494.8,121079,104.8436,12107900,1,2025-09-12T05:00:00Z,"{'open': 115358.9, 'high': 115565.0, 'low': 115313.8, 'close': 115494.8}",True,0.0001,,,,,,,,,,0.0,,,,,,,-81551,,,False,False,False,False,False,False,False
1757655000000,115494.7,115650.6,115330.0,115608.2,212619,184.0213,21261900,1,2025-09-12T05:30:00Z,"{'open': 115494.7, 'high': 115650.6, 'low': 115330.0, 'close': 115608.2}",True,0.0001,,,,,,,,,,0.0,,,,,,,131068,-224.1999999999971,,False,False,False,False,False,False,False
1757656800000,115608.1,115609.7,115343.1,115343.2,220952,191.2513,22095200,1,2025-09-12T06:00:00Z,"{'open': 115608.1, 'high': 115609.7, 'low': 115343.1, 'close': 115343.2}",True,0.0001,,,,,,,,,,0.0,,,,,,,-89884,-363.90000000000873,,False,False,False,False,False,False,False
1757658600000,115343.2,115377.4,115255.0,115312.3,136415,118.2938,13641500,1,2025-09-12T06:30:00Z,"{'open': 115343.2, 'high': 115377.4, 'low': 115255.0, 'close': 115312.3}",True,0.0001,,,,,,,,,,0.0,,,,,,,-226299,-56.59999999999127,-0.44901081217344313,False,False,False,False,False,False,False
1757660400000,115312.3,115395.8,115191.8,115200.2,119847,103.9513,11984700,1,2025-09-12T07:00:00Z,"{'open': 115312.3, 'high': 115395.8, 'low': 115191.8, 'close': 115200.2}",True,0.0001,33.25502531826898,,,,,,,,,301.6714285714271,12.672305764411227,,-87.32769423558878,,115545.5819131851,29.33192012141545,-346146,-303.0,-0.43808893317696895,False,False,False,False,False,False,False
1757662200000,115200.2,115240.9,115071.3,115075.0,192658,167.3233,19265800,1,2025-09-12T07:30:00Z,"{'open': 115200.2, 'high': 115240.9, 'low': 115071.3, 'close': 115075.0}",True,0.0001,29.660247426346274,,,,,,,,,292.2377551020388,3.791567388377262,,-96.20843261162274,,115426.70097215966,39.413661131523476,-538804,-320.6999999999971,-0.25474803001501634,True,False,False,False,False,False,False
1757664000000,115075.0,115277.0,114950.0,115178.4,266862,231.9436,26686200,1,2025-09-12T08:00:00Z,"{'open': 115075.0, 'high': 115277.0, 'low': 114950.0, 'close': 115178.4}",True,0.0001,35.82974033270017,,,,,,,,,294.7207725947504,29.33847141939553,15.267448190728006,-70.66152858060447,,115342.0325262631,47.61580730948873,-271942,-26.60000000000582,-0.2812043302696401,False,False,False,False,False,False,False
1757665800000,115178.4,115203.4,115013.5,115052.8,86517,75.1792,8651700,1,2025-09-12T08:30:00Z,"{'open': 115178.4, 'high': 115203.4, 'low': 115013.5, 'close': 115052.8}",True,0.0001,32.14188588652743,,,,,,,,,287.2335745522678,14.542368086009867,15.890802297927552,-85.45763191399013,,115312.53257608657,35.15806733579322,-358459,-132.89999999999418,-0.2971514536503476,False,False,False,False,False,False,False
1757667600000,115053.0,115132.2,114901.6,114942.5,93090,80.9266,9309000,1,2025-09-12T09:00:00Z,"{'open': 115053.0, 'high': 115132.2, 'low': 114901.6, 'close': 114942.5}",True,0.0001,29.290670770495012,,,,,,,,,283.1883192271052,5.46061415220216,16.44715121920252,-94.53938584779785,,115287.26024989042,35.8171671675736,-451549,-353.6999999999971,-0.22785469380669243,True,False,False,False,False,False,False
1757669400000,114943.9,115065.7,114877.1,115049.9,148768,129.4142,14876800,1,2025-09-12T09:30:00Z,"{'open': 114943.9, 'high': 115065.7, 'low': 114877.1, 'close': 115049.9}",True,0.0001,35.30823941156828,,,,,,,,,276.43201071088276,22.34001292824672,14.114331722152917,-77.65998707175328,,115256.07594319024,41.263543768452294,-302781,-309.1000000000058,-0.11789657917606344,False,False,False,False,False,False,False
1757671200000,115049.8,115082.0,114923.2,115003.9,78269,68.0652,7826900,1,2025-09-12T10:00:00Z,"{'open': 115049.8, 'high': 115082.0, 'low': 114923.2, 'close': 115003.9}",True,0.0001,33.97460443168082,,,,115770.21314139178,115305.72,114841.22685860822,928.9862827835605,0.17510822754492014,268.0297242315342,16.39301874595842,14.731215275469099,-83.60698125404159,-108.56369852815423,115246.29558680096,36.984095313631315,-381050,-490.90000000000873,-0.253520931305631,False,False,False,False,False,False,False
1757673000000,115003.9,115051.0,114953.4,114980.0,86505,75.2231,8650500,1,2025-09-12T10:30:00Z,"{'open': 115003.9, 'high': 115051.0, 'low': 114953.4, 'close': 114980.0}",True,0.0001,33.27143941160534,,,,115680.50670813968,115263.1,114845.69329186033,834.8134162793576,0.1608823067773138,255.85617250071076,13.303167420813727,17.345399698339623,-86.69683257918628,-106.69083703550724,115240.26337528284,37.79572804473228,-467555,-628.1999999999971,-0.32853960245841246,False,False,False,False,False,False,False
1757674800000,114976.4,115146.9,114892.3,115114.0,82910,72.1067,8291000,1,2025-09-12T11:00:00Z,"{'open': 114976.4, 'high': 115146.9, 'low': 114892.3, 'close': 115114.0}",True,0.0001,40.68397011412149,,,,115601.86004570253,115233.44499999999,114865.02995429745,736.8300914050778,0.33789342835846986,255.7664458935165,30.627020038783993,20.107735401852043,-69.372979961216,-79.6817878707425,115231.67839721881,37.56827181570202,-384645,-229.1999999999971,-0.3297118138652155,False,False,False,False,False,False,False
1757676600000,115114.0,115128.1,114903.4,114903.5,46575,40.5072,4657500,1,2025-09-12T11:30:00Z,"{'open': 115114.0, 'high': 115128.1, 'low': 114903.4, 'close': 114903.5}",True,0.0001,34.24790107562606,,,,115599.61922386268,115210.175,114820.73077613732,778.8884477253596,0.10626582549066355,253.54741404398047,3.413057530703837,15.781081663433852,-96.58694246929616,-98.50789096126829,115215.80957830665,35.25869552249122,-431220,-408.8000000000029,-0.6095588375219033,False,False,False,False,False,False,False
