timestamp,open,high,low,close,volume,time_iso,ohlc,is_closed,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC
1757779200000,115786.7,115836.8,115126.0,115362.6,0,2025-09-13T16:00:00Z,"{'open': 115786.7, 'high': 115836.8, 'low': 115126.0, 'close': 115362.6}",True,,,,,,,,,,0.0,,,,,0,,
1757775600000,115814.3,115939.4,115625.4,115786.7,1,2025-09-13T15:00:00Z,"{'open': 115814.3, 'high': 115939.4, 'low': 115625.4, 'close': 115786.7}",True,,,,,,,,,,0.0,,,,,1,,
1757772000000,115770.7,115974.0,115619.4,115814.4,1,2025-09-13T14:00:00Z,"{'open': 115770.7, 'high': 115974.0, 'low': 115619.4, 'close': 115814.4}",True,,,,,,,,,,0.0,,,,,2,,
1757768400000,116031.2,116033.0,115634.7,115770.4,1,2025-09-13T13:00:00Z,"{'open': 116031.2, 'high': 116033.0, 'low': 115634.7, 'close': 115770.4}",True,,,,,,,,,,0.0,,,,,1,,
1757764800000,115991.5,116079.0,115884.0,116031.2,1,2025-09-13T12:00:00Z,"{'open': 115991.5, 'high': 116079.0, 'low': 115884.0, 'close': 116031.2}",True,,,,,,,,,,0.0,,,,,2,,
1757761200000,115966.9,116034.5,115901.1,115991.5,1,2025-09-13T11:00:00Z,"{'open': 115966.9, 'high': 116034.5, 'low': 115901.1, 'close': 115991.5}",True,,,,,,,,,,0.0,,,,,1,,
1757757600000,116059.4,116212.2,115944.7,115967.0,1,2025-09-13T10:00:00Z,"{'open': 116059.4, 'high': 116212.2, 'low': 115944.7, 'close': 115967.0}",True,,,,,,,,,,0.0,,,,,0,,
1757754000000,116007.7,116068.9,115876.5,116059.4,1,2025-09-13T09:00:00Z,"{'open': 116007.7, 'high': 116068.9, 'low': 115876.5, 'close': 116059.4}",True,,,,,,,,,,0.0,,,,,1,,
1757750400000,115807.7,116111.4,115803.3,116007.7,1,2025-09-13T08:00:00Z,"{'open': 115807.7, 'high': 116111.4, 'low': 115803.3, 'close': 116007.7}",True,,,,,,,,,,0.0,,,,,0,,
1757746800000,115772.4,115889.5,115733.6,115807.7,1,2025-09-13T07:00:00Z,"{'open': 115772.4, 'high': 115889.5, 'low': 115733.6, 'close': 115807.7}",True,,,,,,,,,,0.0,,,,,-1,,
1757743200000,115736.6,115840.4,115690.5,115772.4,1,2025-09-13T06:00:00Z,"{'open': 115736.6, 'high': 115840.4, 'low': 115690.5, 'close': 115772.4}",True,,,,,,,,,,0.0,,,,,-2,409.79999999998836,
1757739600000,115721.9,115871.7,115687.0,115736.6,1,2025-09-13T05:00:00Z,"{'open': 115721.9, 'high': 115871.7, 'low': 115687.0, 'close': 115736.6}",True,,,,,,,,,,0.0,,,,,-3,-50.09999999999127,
