timestamp,open,high,low,close,volume,currency_volume,turnover,trades,time_iso,ohlc,is_closed,funding_rate,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC,RSI_Oversold,RSI_Overbought,MACD_Bullish,MACD_Bearish,BB_Squeeze,BB_Breakout_Upper,BB_Breakout_Lower
1756749600000,108898.0,109302.0,108888.4,109192.1,341357,312.7352,34135700,1,2025-09-01T18:00:00Z,"{'open': 108898.0, 'high': 109302.0, 'low': 108888.4, 'close': 109192.1}",True,0.0001,,,,,,,,,,0.0,,,,,,,341357,,,False,False,False,False,False,False,False
1756756800000,109192.1,109200.3,107420.0,107760.0,921652,850.9019,92165200,1,2025-09-01T20:00:00Z,"{'open': 109192.1, 'high': 109200.3, 'low': 107420.0, 'close': 107760.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,-580295,,,False,False,False,False,False,False,False
1756764000000,107759.9,109411.1,107550.1,109192.0,946532,872.4033,94653200,1,2025-09-01T22:00:00Z,"{'open': 107759.9, 'high': 109411.1, 'low': 107550.1, 'close': 109192.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,366237,,,False,False,False,False,False,False,False
1756771200000,109198.0,109583.9,108844.2,109283.3,620739,568.3015,62073900,1,2025-09-02T00:00:00Z,"{'open': 109198.0, 'high': 109583.9, 'low': 108844.2, 'close': 109283.3}",True,0.0001,,,,,,,,,,0.0,,,,,,,986976,,,False,False,False,False,False,False,False
1756778400000,109283.3,110600.0,109131.0,110309.0,1550691,1409.4633,155069100,1,2025-09-02T02:00:00Z,"{'open': 109283.3, 'high': 110600.0, 'low': 109131.0, 'close': 110309.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,2537667,,,False,False,False,False,False,False,False
1756785600000,110309.1,110389.9,110013.3,110188.5,371289,336.8551,37128900,1,2025-09-02T04:00:00Z,"{'open': 110309.1, 'high': 110389.9, 'low': 110013.3, 'close': 110188.5}",True,0.0001,,,,,,,,,,0.0,,,,,,,2166378,,,False,False,False,False,False,False,False
1756792800000,110188.5,110590.0,109966.0,110207.9,606012,549.4154,60601200,1,2025-09-02T06:00:00Z,"{'open': 110188.5, 'high': 110590.0, 'low': 109966.0, 'close': 110207.9}",True,0.0001,,,,,,,,,,0.0,,,,,,,2772390,,,False,False,False,False,False,False,False
1756800000000,110208.0,110695.4,110018.9,110423.1,656289,594.2488,65628900,1,2025-09-02T08:00:00Z,"{'open': 110208.0, 'high': 110695.4, 'low': 110018.9, 'close': 110423.1}",True,0.0001,,,,,,,,,,0.0,,,,,,,3428679,,,False,False,False,False,False,False,False
1756807200000,110424.0,110459.1,109540.2,109700.0,492990,448.1349,49299000,1,2025-09-02T10:00:00Z,"{'open': 110424.0, 'high': 110459.1, 'low': 109540.2, 'close': 109700.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,2935689,,,False,False,False,False,False,False,False
1756814400000,109711.9,111262.3,108351.4,111132.0,3051133,2781.9163,305113300,1,2025-09-02T12:00:00Z,"{'open': 109711.9, 'high': 111262.3, 'low': 108351.4, 'close': 111132.0}",True,0.0001,,,,,,,,,,0.0,,,,,,,5986822,,,False,False,False,False,False,False,False
1756821600000,111139.9,111744.0,110576.1,110795.9,1767371,1589.3493,176737100,1,2025-09-02T14:00:00Z,"{'open': 111139.9, 'high': 111744.0, 'low': 110576.1, 'close': 110795.9}",True,0.0001,,,,,,,,,,0.0,,,,,,,4219451,1603.7999999999884,,False,False,False,False,False,False,False
1756828800000,110793.8,111100.0,110448.3,110896.6,693185,625.6934,69318500,1,2025-09-02T16:00:00Z,"{'open': 110793.8, 'high': 111100.0, 'low': 110448.3, 'close': 110896.6}",True,0.0001,,,,,,,,,,0.0,,,,,,,4912636,3136.600000000006,,False,False,False,False,False,False,False
1756836000000,110886.0,110928.1,110155.0,110762.1,631383,570.9872,63138300,1,2025-09-02T18:00:00Z,"{'open': 110886.0, 'high': 110928.1, 'low': 110155.0, 'close': 110762.1}",True,0.0001,,,,,,,,,,0.0,,,,,,,4281253,1570.1000000000058,1.4378329567798402,False,False,False,False,False,False,False
1756843200000,110771.8,111514.5,110675.5,111094.2,501648,451.0778,50164800,1,2025-09-02T20:00:00Z,"{'open': 110771.8, 'high': 111514.5, 'low': 110675.5, 'close': 111094.2}",True,0.0001,64.69142781940522,,,,,,,,,1085.8714285714293,84.97224791859382,,-15.027752081406172,,110063.30685787015,47.778245900180515,4782901,1810.8999999999942,3.0940979955456545,False,False,False,False,False,False,False
1756850400000,111084.0,111248.5,110826.0,111209.7,384324,346.1003,38432400,1,2025-09-02T22:00:00Z,"{'open': 111084.0, 'high': 111248.5, 'low': 110826.0, 'close': 111209.7}",True,0.0001,65.66534182346088,,,,,,,,,1038.4877551020415,87.64338575393148,,-12.356614246068522,,110117.55719957205,46.77012144011583,5167225,900.6999999999971,1.8478459960436635,False,False,False,False,False,False,False
