timestamp,open,high,low,close,volume,currency_volume,turnover,trades,time_iso,ohlc,is_closed,funding_rate,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Williams_R,CCI,VWAP,Volume_RSI,OBV,Momentum,ROC,RSI_Oversold,RSI_Overbought,MACD_Bullish,MACD_Bearish,BB_Squeeze,BB_Breakout_Upper,BB_Breakout_Lower
1742572800000,83525.9,88783.3,83334.8,88334.9,14408916,16812.372,1440891600,1,2025-03-21T16:00:00Z,"{'open': 83525.9, 'high': 88783.3, 'low': 83334.8, 'close': 88334.9}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,14408916,,,False,False,False,False,False,False,False
1742832000000,88335.0,88574.2,85749.4,86970.0,25077429,28741.03,2507742900,1,2025-03-24T16:00:00Z,"{'open': 88335.0, 'high': 88574.2, 'low': 85749.4, 'close': 86970.0}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-10668513,,,False,False,False,False,False,False,False
1743091200000,86968.0,87722.0,81617.2,82705.0,21547195,25539.4487,2154719500,1,2025-03-27T16:00:00Z,"{'open': 86968.0, 'high': 87722.0, 'low': 81617.2, 'close': 82705.0}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-32215708,,,False,False,False,False,False,False,False
1743350400000,82707.4,87342.8,81254.3,86758.4,25250510,30103.5772,2525051000,1,2025-03-30T16:00:00Z,"{'open': 82707.4, 'high': 87342.8, 'low': 81254.3, 'close': 86758.4}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-6965198,,,False,False,False,False,False,False,False
1743609600000,86758.4,88542.0,81146.2,82598.0,41271014,49368.0649,4127101400,1,2025-04-02T16:00:00Z,"{'open': 86758.4, 'high': 88542.0, 'low': 81146.2, 'close': 82598.0}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-48236212,,,False,False,False,False,False,False,False
1743868800000,82598.0,83764.7,74416.3,78463.2,59055649,75131.7268,5905564900,1,2025-04-05T16:00:00Z,"{'open': 82598.0, 'high': 83764.7, 'low': 74416.3, 'close': 78463.2}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-107291861,,,False,False,False,False,False,False,False
1744128000000,78467.4,83571.3,74520.0,82475.0,67506380,84982.4836,6750638000,1,2025-04-08T16:00:00Z,"{'open': 78467.4, 'high': 83571.3, 'low': 74520.0, 'close': 82475.0}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-39785481,,,False,False,False,False,False,False,False
1744387200000,82475.1,86127.6,81964.1,84095.4,25737699,30535.8144,2573769900,1,2025-04-11T16:00:00Z,"{'open': 82475.1, 'high': 86127.6, 'low': 81964.1, 'close': 84095.4}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-14047782,,,False,False,False,False,False,False,False
1744646400000,84092.0,86474.4,83100.0,84532.3,24016140,28390.8302,2401614000,1,2025-04-14T16:00:00Z,"{'open': 84092.0, 'high': 86474.4, 'low': 83100.0, 'close': 84532.3}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,9968358,,,False,False,False,False,False,False,False
1744905600000,84532.4,85675.4,83936.5,84348.5,12157111,14328.4066,1215711100,1,2025-04-17T16:00:00Z,"{'open': 84532.4, 'high': 85675.4, 'low': 83936.5, 'close': 84348.5}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,-2188753,,,False,False,False,False,False,False,False
1745164800000,84348.6,94768.0,84279.9,93208.2,44716639,49666.8654,4471663900,1,2025-04-20T16:00:00Z,"{'open': 84348.6, 'high': 94768.0, 'low': 84279.9, 'close': 93208.2}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,42527886,4873.300000000003,,False,False,False,False,False,False,False
1745424000000,93208.2,95814.4,91659.5,94369.0,25226597,26917.3956,2522659700,1,2025-04-23T16:00:00Z,"{'open': 93208.2, 'high': 95814.4, 'low': 91659.5, 'close': 94369.0}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,67754483,7399.0,,False,False,False,False,False,False,False
1745683200000,94369.2,95615.8,92788.0,94821.7,17652156,18703.0225,1765215600,1,2025-04-26T16:00:00Z,"{'open': 94369.2, 'high': 95615.8, 'low': 92788.0, 'close': 94821.7}",True,2.56308334324e-05,,,,,,,,,,0.0,,,,,,,85406639,12116.699999999997,7.343416928077129,False,False,False,False,False,False,False
1745942400000,94820.0,97886.0,92889.0,97317.9,24364988,25493.5866,2436498800,1,2025-04-29T16:00:00Z,"{'open': 94820.0, 'high': 97886.0, 'low': 92889.0, 'close': 97317.9}",True,2.56308334324e-05,,,,,,,,,,0.0,97.57943220407587,,-2.4205677959241316,,85512.59472047348,49.93250765448417,109771627,10559.5,11.898240772680229,False,False,False,False,False,False,False
1746201600000,97314.1,97776.9,93454.5,93724.4,15682015,16436.0678,1568201500,1,2025-05-02T16:00:00Z,"{'open': 97314.1, 'high': 97776.9, 'low': 93454.5, 'close': 93724.4}",True,2.56308334324e-05,,,,,,,,,,0.0,82.26820112741106,,-17.73179887258894,,85814.84848619447,46.436266277760474,94089612,11126.399999999994,13.323741007194236,False,False,False,False,False,False,False
1746460800000,93724.3,101517.5,93312.7,100736.1,28591533,29459.1584,2859153300,1,2025-05-05T16:00:00Z,"{'open': 93724.3, 'high': 101517.5, 'low': 93312.7, 'close': 100736.1}",True,2.56308334324e-05,,,,,,,,,,0.0,97.11673283839832,92.32145538996174,-2.883267161601679,,86580.01404491697,51.83593845427335,122681145,22272.90000000001,16.11106244467396,False,False,False,False,False,False,False
1746720000000,100736.1,105000.0,100559.9,104119.7,28937994,28039.3883,2893799400,1,2025-05-08T16:00:00Z,"{'open': 100736.1, 'high': 105000.0, 'low': 100559.9, 'close': 104119.7}",True,2.56308334324e-05,,,,,,,,,,0.0,97.12166938598011,92.16886778392983,-2.8783306140198963,,87799.98778328492,51.97586018124725,151619139,21644.699999999997,26.055957771374604,False,False,False,False,False,False,False
1746979200000,104119.6,105858.4,100685.6,103490.9,34044105,32884.9655,3404410500,1,2025-05-11T16:00:00Z,"{'open': 104119.6, 'high': 105858.4, 'low': 100685.6, 'close': 103490.9}",True,2.56308334324e-05,,,,,,,,,,0.0,92.47028665388126,95.5695629594199,-7.529713346118741,,89129.55790272527,54.092589991008126,117575034,19395.5,31.897373545815107,False,False,False,False,False,False,False
